category,overall_pvalue,video1pvalue,video2pvalue,video3pvalue,video4pvalue,video5pvalue,video6pvalue,video7pvalue,video8pvalue,video1concordance,video2concordance,video3concordance,video4concordance,video5concordance,video6concordance,video7concordance,video8concordance,video1mean,video2mean,video3mean,video4mean,video5mean,video6mean,video7mean,video8mean,video1sd,video2sd,video3sd,video4sd,video5sd,video6sd,video7sd,video8sd
12.0,0.97099999999999997,0.029000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99012345679012348,0.99375000000000002,1.0,0.98918918918918919,0.99354838709677418,1.0,0.98999999999999999,1.0,0.0055555555555555558,0.0031250000000000002,0.0,0.0054054054054054057,0.0032258064516129032,0.0,0.0050000000000000001,0.0,0.074328267556998062,0.055814284685911722,0.0,0.073322486304056939,0.056704502681441768,0.0,0.070533679898329441,0.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99375000000000002,1.0,1.0,0.99354838709677418,1.0,1.0,1.0,0.0,0.0031250000000000002,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.0,0.055814284685911722,0.0,0.0,0.056704502681441782,0.0,0.0,0.0
15.0,0.0,0.0035999999999999999,0.0,0.0032000000000000002,0.095600000000000004,0.012699999999999999,0.0,0.0,0.0028,0.53333333333333333,0.53333333333333333,0.52825396825396831,0.48768768768768767,0.68530465949820785,0.52126984126984122,0.53944444444444439,0.58472222222222225,0.3611111111111111,0.38750000000000001,0.3457142857142857,0.4027027027027027,0.19032258064516128,0.39428571428571429,0.34749999999999998,0.29375000000000001,0.48032267960529396,0.48717938174762698,0.47560058701324898,0.49044187824720004,0.39255559598829742,0.48869672578800682,0.47617617538049922,0.45547880027505128
16.0,0.0001,0.86099999999999999,0.1137,0.96479999999999999,0.0407,0.25409999999999999,0.84650000000000003,0.0079000000000000008,1.0,0.69012345679012344,0.67083333333333328,0.69904761904761903,0.64444444444444449,0.82150537634408605,0.65523809523809529,0.70611111111111113,0.71736111111111112,0.17222222222222222,0.1875,0.1657142857142857,0.21081081081081082,0.093548387096774197,0.19714285714285715,0.16750000000000001,0.15312500000000001,0.37757347416769327,0.39031237489989989,0.37182396537137002,0.40788431307921041,0.2911993928021937,0.3978411127829905,0.37342167853513814,0.36010794822525094
17.0,0.0,0.032800000000000003,0.30420000000000003,0.039399999999999998,0.89890000000000003,0.00059999999999999995,0.0402,0.0141,0.065799999999999997,0.69567901234567897,0.60486111111111107,0.66539682539682543,0.64324324324324322,0.68100358422939067,0.67619047619047623,0.7005555555555556,0.59930555555555554,0.17499999999999999,0.24062500000000001,0.19714285714285715,0.20540540540540542,0.19032258064516128,0.18285714285714286,0.17249999999999999,0.24687500000000001,0.37996710383926657,0.42746299181917491,0.3978411127829905,0.40399755548226579,0.39255559598829742,0.38654936057800604,0.37781443858063446,0.43119338396478213
18.0,0.0001,1.0,0.0019,0.28239999999999998,0.97670000000000001,0.030200000000000001,0.0028,0.0,0.0,0.94444444444444442,0.94097222222222221,0.93841269841269837,0.89309309309309304,0.87025089605734762,0.92190476190476189,0.78111111111111109,0.88124999999999998,0.027777777777777776,0.034375000000000003,0.031428571428571431,0.054054054054054057,0.067741935483870974,0.042857142857142858,0.14999999999999999,0.071874999999999994,0.16433554953054486,0.18219044808935511,0.17447296732310888,0.22612433149569611,0.25130253811048153,0.20253495541082611,0.35707142142714249,0.25828082463667329
19.0,0.0,0.44590000000000002,0.93510000000000004,0.77680000000000005,0.0094999999999999998,0.12620000000000001,0.20699999999999999,0.063700000000000007,0.16209999999999999,0.9135802469135802,0.79236111111111107,0.78158730158730161,0.70570570570570568,0.95125448028673831,0.76253968253968252,0.75888888888888884,0.7270833333333333,0.044444444444444446,0.109375,0.11428571428571428,0.17297297297297298,0.025806451612903226,0.13142857142857142,0.14000000000000001,0.15937499999999999,0.20608041101101562,0.31210913055372153,0.31815796359028697,0.37822390669266809,0.1585574932573485,0.33786846855073099,0.34698703145794946,0.36602542176056568
20.0,0.0,0.085699999999999998,0.0167,1.0,0.1573,0.64949999999999997,0.024400000000000002,0.0,0.95569999999999999,0.63148148148148153,0.61458333333333337,0.580952380952381,0.66426426426426421,0.86236559139784941,0.60825396825396827,0.60888888888888892,0.63611111111111107,0.22500000000000001,0.24062500000000001,0.25714285714285712,0.1918918918918919,0.070967741935483872,0.24285714285714285,0.25,0.21249999999999999,0.41758232721225164,0.42746299181917491,0.4370588154508101,0.3937885139488484,0.25677095151138579,0.42880945770867523,0.4330127018922193,0.4090767042988393
21.0,0.39660000000000001,1.0,0.0027000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.98333333333333328,0.91874999999999996,0.99428571428571433,1.0,1.0,0.98857142857142855,1.0,0.87291666666666667,0.0083333333333333332,0.046875,0.0028571428571428571,0.0,0.0,0.0057142857142857143,0.0,0.109375,0.09090593428863096,0.21137108216357317,0.053375833406484025,0.0,0.0,0.075376605475845251,0.0,0.31210913055372153
22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.00040000000000000002,0.1371,0.0018,0.13100000000000001,0.0,0.00029999999999999997,0.5746913580246914,0.57430555555555551,0.68126984126984125,0.52792792792792798,0.63225806451612898,0.5917460317460318,0.5872222222222222,0.51527777777777772,0.32500000000000001,0.328125,0.19428571428571428,0.32972972972972975,0.22903225806451613,0.25428571428571428,0.28249999999999997,0.35625000000000001,0.46837484987987987,0.46953060004114749,0.39564981424260026,0.47011491686830054,0.42021004608455642,0.43545894157304704,0.4502152263084846,0.47889031886226313
25.0,0.0001,0.0001,0.0,0.0,0.0,1.0,0.035999999999999997,1.0,0.0,0.79814814814814816,0.83333333333333337,0.97904761904761906,0.94594594594594594,0.99354838709677418,0.93650793650793651,0.98499999999999999,0.80972222222222223,0.125,0.1125,0.014285714285714285,0.032432432432432434,0.0032258064516129032,0.034285714285714287,0.0074999999999999997,0.125,0.33071891388307384,0.31598061649411346,0.11866605518454394,0.17714561738566423,0.056704502681441768,0.18196209517817896,0.086277169633686979,0.33071891388307384
26.0,0.0,0.22700000000000001,0.0015,0.00020000000000000001,0.0,0.02,0.85909999999999997,0.00040000000000000002,0.36159999999999998,0.67962962962962958,0.68680555555555556,0.79174603174603175,0.75435435435435438,0.95268817204301071,0.73079365079365077,0.79666666666666663,0.73611111111111116,0.18611111111111112,0.19062499999999999,0.12,0.15405405405405406,0.025806451612903226,0.14857142857142858,0.12,0.14999999999999999,0.38919630706379876,0.39279397828250878,0.32496153618543838,0.36100055745603038,0.1585574932573485,0.35566551587646711,0.32496153618543838,0.35707142142714243
